"DTI_CL_INDICADOR","Indicador","DTI_CL_TRIMESTRE_MOVIL","Trimestre Móvil","DTI_CL_REGION","Región","DTI_CL_TRAMO_ETARIO","Tramo etario","Value","Flag Codes","Flags"
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V09","2017 ago-oct","_T","Total país","Y55T64","55-64 años",66.6865085013723,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V09","2017 ago-oct","_T","Total país","Y_GE65","65 años y más",24.3218419238173,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V10","2017 sep-nov","_T","Total país","_T","Total",58.7721417857343,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V10","2017 sep-nov","_T","Total país","Y15T24","15-24 años",28.5804800726172,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V10","2017 sep-nov","_T","Total país","Y25T34","25-34 años",74.224951481961,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V10","2017 sep-nov","_T","Total país","Y35T44","35-44 años",77.4324528353785,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V10","2017 sep-nov","_T","Total país","Y45T54","45-54 años",76.2036754842889,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V10","2017 sep-nov","_T","Total país","Y55T64","55-64 años",67.2427636055431,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V10","2017 sep-nov","_T","Total país","Y_GE65","65 años y más",24.8554141339056,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V11","2017 oct-dic","_T","Total país","_T","Total",59.0411129923157,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V11","2017 oct-dic","_T","Total país","Y15T24","15-24 años",28.6700675621638,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V11","2017 oct-dic","_T","Total país","Y25T34","25-34 años",75.0308875671413,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V11","2017 oct-dic","_T","Total país","Y35T44","35-44 años",78.0296778250174,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V11","2017 oct-dic","_T","Total país","Y45T54","45-54 años",76.4128054222708,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V11","2017 oct-dic","_T","Total país","Y55T64","55-64 años",67.089948517113,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V11","2017 oct-dic","_T","Total país","Y_GE65","65 años y más",24.6391074471999,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V12","2017 nov-ene","_T","Total país","_T","Total",59.1036452900516,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V12","2017 nov-ene","_T","Total país","Y15T24","15-24 años",29.8454326382847,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V12","2017 nov-ene","_T","Total país","Y25T34","25-34 años",74.8345461183732,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V12","2017 nov-ene","_T","Total país","Y35T44","35-44 años",77.9002823375993,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V12","2017 nov-ene","_T","Total país","Y45T54","45-54 años",76.5078456555896,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V12","2017 nov-ene","_T","Total país","Y55T64","55-64 años",66.4147446718201,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2017-V12","2017 nov-ene","_T","Total país","Y_GE65","65 años y más",24.5086162176629,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V01","2018 dic-feb","_T","Total país","_T","Total",58.9502874490762,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V01","2018 dic-feb","_T","Total país","Y15T24","15-24 años",31.118779031213,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V01","2018 dic-feb","_T","Total país","Y25T34","25-34 años",73.719304862149,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V01","2018 dic-feb","_T","Total país","Y35T44","35-44 años",77.8941938636898,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V01","2018 dic-feb","_T","Total país","Y45T54","45-54 años",76.0341177256287,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V01","2018 dic-feb","_T","Total país","Y55T64","55-64 años",66.054126422902,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V01","2018 dic-feb","_T","Total país","Y_GE65","65 años y más",24.2379325837509,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V02","2018 ene-mar","_T","Total país","_T","Total",58.6555300830568,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V02","2018 ene-mar","_T","Total país","Y15T24","15-24 años",30.0534840490348,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V02","2018 ene-mar","_T","Total país","Y25T34","25-34 años",72.8152946851869,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V02","2018 ene-mar","_T","Total país","Y35T44","35-44 años",77.88084572024,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V02","2018 ene-mar","_T","Total país","Y45T54","45-54 años",76.072551207905,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V02","2018 ene-mar","_T","Total país","Y55T64","55-64 años",66.5027395305838,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V02","2018 ene-mar","_T","Total país","Y_GE65","65 años y más",24.3530476880635,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V03","2018 feb-abr","_T","Total país","_T","Total",58.6960283739246,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V03","2018 feb-abr","_T","Total país","Y15T24","15-24 años",29.0405273948496,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V03","2018 feb-abr","_T","Total país","Y25T34","25-34 años",73.1640787090911,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V03","2018 feb-abr","_T","Total país","Y35T44","35-44 años",78.0151733484726,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V03","2018 feb-abr","_T","Total país","Y45T54","45-54 años",76.8087228744373,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V03","2018 feb-abr","_T","Total país","Y55T64","55-64 años",66.4608286605432,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V03","2018 feb-abr","_T","Total país","Y_GE65","65 años y más",24.4668957330758,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V04","2018 mar-may","_T","Total país","_T","Total",58.4932925525585,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V04","2018 mar-may","_T","Total país","Y15T24","15-24 años",27.8073730430102,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V04","2018 mar-may","_T","Total país","Y25T34","25-34 años",73.216980414777,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V04","2018 mar-may","_T","Total país","Y35T44","35-44 años",78.4772966887619,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V04","2018 mar-may","_T","Total país","Y45T54","45-54 años",76.5313700551609,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V04","2018 mar-may","_T","Total país","Y55T64","55-64 años",66.0252267074916,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V04","2018 mar-may","_T","Total país","Y_GE65","65 años y más",24.6842783781786,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V05","2018 abr-jun","_T","Total país","_T","Total",58.3133760735789,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V05","2018 abr-jun","_T","Total país","Y15T24","15-24 años",27.7030120834398,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V05","2018 abr-jun","_T","Total país","Y25T34","25-34 años",73.7168409792711,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V05","2018 abr-jun","_T","Total país","Y35T44","35-44 años",78.0605752551033,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V05","2018 abr-jun","_T","Total país","Y45T54","45-54 años",76.3657757336921,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V05","2018 abr-jun","_T","Total país","Y55T64","55-64 años",65.3851223114789,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V05","2018 abr-jun","_T","Total país","Y_GE65","65 años y más",24.1468639635237,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V06","2018 may-jul","_T","Total país","_T","Total",57.8973774968174,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V06","2018 may-jul","_T","Total país","Y15T24","15-24 años",27.603631717417,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V06","2018 may-jul","_T","Total país","Y25T34","25-34 años",72.8135887534578,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V06","2018 may-jul","_T","Total país","Y35T44","35-44 años",77.6031062799985,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V06","2018 may-jul","_T","Total país","Y45T54","45-54 años",76.0530788495785,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V06","2018 may-jul","_T","Total país","Y55T64","55-64 años",64.9810720986497,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V06","2018 may-jul","_T","Total país","Y_GE65","65 años y más",23.9210145394176,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V07","2018 jun-ago","_T","Total país","_T","Total",57.7807839729209,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V07","2018 jun-ago","_T","Total país","Y15T24","15-24 años",27.0558664133803,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V07","2018 jun-ago","_T","Total país","Y25T34","25-34 años",73.4977719978107,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V07","2018 jun-ago","_T","Total país","Y35T44","35-44 años",77.240102065,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V07","2018 jun-ago","_T","Total país","Y45T54","45-54 años",75.2599075285132,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V07","2018 jun-ago","_T","Total país","Y55T64","55-64 años",65.2578970738252,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V07","2018 jun-ago","_T","Total país","Y_GE65","65 años y más",23.8966789651348,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V08","2018 jul-sep","_T","Total país","_T","Total",57.6977787383582,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V08","2018 jul-sep","_T","Total país","Y15T24","15-24 años",27.1764281046082,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V08","2018 jul-sep","_T","Total país","Y25T34","25-34 años",73.4995992626325,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V08","2018 jul-sep","_T","Total país","Y35T44","35-44 años",76.7839286191231,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V08","2018 jul-sep","_T","Total país","Y45T54","45-54 años",75.3593359678,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V08","2018 jul-sep","_T","Total país","Y55T64","55-64 años",64.8400724627157,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V08","2018 jul-sep","_T","Total país","Y_GE65","65 años y más",23.9723943947481,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V09","2018 ago-oct","_T","Total país","_T","Total",58.0060557404328,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V09","2018 ago-oct","_T","Total país","Y15T24","15-24 años",27.3479465062888,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V09","2018 ago-oct","_T","Total país","Y25T34","25-34 años",73.9524330789082,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V09","2018 ago-oct","_T","Total país","Y35T44","35-44 años",77.1025017455949,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V09","2018 ago-oct","_T","Total país","Y45T54","45-54 años",75.2897420186951,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V09","2018 ago-oct","_T","Total país","Y55T64","55-64 años",65.7470842181366,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V09","2018 ago-oct","_T","Total país","Y_GE65","65 años y más",24.0643433352063,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V10","2018 sep-nov","_T","Total país","_T","Total",58.2624262433551,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V10","2018 sep-nov","_T","Total país","Y15T24","15-24 años",27.437985239814,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V10","2018 sep-nov","_T","Total país","Y25T34","25-34 años",74.1150392754702,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V10","2018 sep-nov","_T","Total país","Y35T44","35-44 años",77.3327622947771,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V10","2018 sep-nov","_T","Total país","Y45T54","45-54 años",75.8200451094683,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V10","2018 sep-nov","_T","Total país","Y55T64","55-64 años",66.3872069047486,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V10","2018 sep-nov","_T","Total país","Y_GE65","65 años y más",23.9934108044061,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V11","2018 oct-dic","_T","Total país","_T","Total",58.7155437635496,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V11","2018 oct-dic","_T","Total país","Y15T24","15-24 años",28.0645009512412,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V11","2018 oct-dic","_T","Total país","Y25T34","25-34 años",74.3855934610609,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V11","2018 oct-dic","_T","Total país","Y35T44","35-44 años",78.4823131000314,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V11","2018 oct-dic","_T","Total país","Y45T54","45-54 años",75.7867991016038,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V11","2018 oct-dic","_T","Total país","Y55T64","55-64 años",67.0228761738618,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V11","2018 oct-dic","_T","Total país","Y_GE65","65 años y más",23.9724007999835,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V12","2018 nov-ene","_T","Total país","_T","Total",58.6979104908471,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V12","2018 nov-ene","_T","Total país","Y15T24","15-24 años",28.5578528844009,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V12","2018 nov-ene","_T","Total país","Y25T34","25-34 años",74.0996504389044,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V12","2018 nov-ene","_T","Total país","Y35T44","35-44 años",78.7820511897584,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V12","2018 nov-ene","_T","Total país","Y45T54","45-54 años",75.7951562429305,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V12","2018 nov-ene","_T","Total país","Y55T64","55-64 años",66.287114202126,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2018-V12","2018 nov-ene","_T","Total país","Y_GE65","65 años y más",23.916871454953,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V01","2019 dic-feb","_T","Total país","_T","Total",58.4558540804496,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V01","2019 dic-feb","_T","Total país","Y15T24","15-24 años",28.6266392381749,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V01","2019 dic-feb","_T","Total país","Y25T34","25-34 años",73.5448135785923,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V01","2019 dic-feb","_T","Total país","Y35T44","35-44 años",78.2362027328067,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V01","2019 dic-feb","_T","Total país","Y45T54","45-54 años",76.0134395185545,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V01","2019 dic-feb","_T","Total país","Y55T64","55-64 años",65.575468626771,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V01","2019 dic-feb","_T","Total país","Y_GE65","65 años y más",23.9951786869494,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V02","2019 ene-mar","_T","Total país","_T","Total",58.1613266957944,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V02","2019 ene-mar","_T","Total país","Y15T24","15-24 años",28.1724494250102,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V02","2019 ene-mar","_T","Total país","Y25T34","25-34 años",72.7958922744125,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V02","2019 ene-mar","_T","Total país","Y35T44","35-44 años",77.676556836692,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V02","2019 ene-mar","_T","Total país","Y45T54","45-54 años",75.7167771897563,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V02","2019 ene-mar","_T","Total país","Y55T64","55-64 años",65.6958158979935,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V02","2019 ene-mar","_T","Total país","Y_GE65","65 años y más",24.4415860899488,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V03","2019 feb-abr","_T","Total país","_T","Total",58.2953626098684,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V03","2019 feb-abr","_T","Total país","Y15T24","15-24 años",26.8726343462335,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V03","2019 feb-abr","_T","Total país","Y25T34","25-34 años",73.4550848751747,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V03","2019 feb-abr","_T","Total país","Y35T44","35-44 años",78.2937229578951,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V03","2019 feb-abr","_T","Total país","Y45T54","45-54 años",75.6383018926992,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V03","2019 feb-abr","_T","Total país","Y55T64","55-64 años",66.5688045855131,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V03","2019 feb-abr","_T","Total país","Y_GE65","65 años y más",24.5242145524235,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V04","2019 mar-may","_T","Total país","_T","Total",58.2489206209401,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V04","2019 mar-may","_T","Total país","Y15T24","15-24 años",26.2453125791823,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V04","2019 mar-may","_T","Total país","Y25T34","25-34 años",73.3690400470008,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V04","2019 mar-may","_T","Total país","Y35T44","35-44 años",78.8759120800582,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V04","2019 mar-may","_T","Total país","Y45T54","45-54 años",75.4993619006221,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V04","2019 mar-may","_T","Total país","Y55T64","55-64 años",66.6185417907337,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V04","2019 mar-may","_T","Total país","Y_GE65","65 años y más",24.4552792914462,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V05","2019 abr-jun","_T","Total país","_T","Total",58.1239815389785,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V05","2019 abr-jun","_T","Total país","Y15T24","15-24 años",26.2316116507204,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V05","2019 abr-jun","_T","Total país","Y25T34","25-34 años",72.9853304345575,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V05","2019 abr-jun","_T","Total país","Y35T44","35-44 años",78.8393905515315,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V05","2019 abr-jun","_T","Total país","Y45T54","45-54 años",75.4177120501064,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V05","2019 abr-jun","_T","Total país","Y55T64","55-64 años",66.371453970588,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V05","2019 abr-jun","_T","Total país","Y_GE65","65 años y más",24.4782755162179,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V06","2019 may-jul","_T","Total país","_T","Total",57.9399447439782,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V06","2019 may-jul","_T","Total país","Y15T24","15-24 años",26.3020884323828,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V06","2019 may-jul","_T","Total país","Y25T34","25-34 años",72.3939877992994,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V06","2019 may-jul","_T","Total país","Y35T44","35-44 años",78.0660636429226,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V06","2019 may-jul","_T","Total país","Y45T54","45-54 años",75.4705245060706,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V06","2019 may-jul","_T","Total país","Y55T64","55-64 años",66.387892714737,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V06","2019 may-jul","_T","Total país","Y_GE65","65 años y más",24.7843048698706,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V07","2019 jun-ago","_T","Total país","_T","Total",57.9490847637344,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V07","2019 jun-ago","_T","Total país","Y15T24","15-24 años",26.0726091733063,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V07","2019 jun-ago","_T","Total país","Y25T34","25-34 años",72.526585319214,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V07","2019 jun-ago","_T","Total país","Y35T44","35-44 años",77.7485421532639,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V07","2019 jun-ago","_T","Total país","Y45T54","45-54 años",76.2555711934044,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V07","2019 jun-ago","_T","Total país","Y55T64","55-64 años",66.1285043924508,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V07","2019 jun-ago","_T","Total país","Y_GE65","65 años y más",24.6698827583463,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V08","2019 jul-sep","_T","Total país","_T","Total",58.3137263315558,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V08","2019 jul-sep","_T","Total país","Y15T24","15-24 años",25.9569343919459,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V08","2019 jul-sep","_T","Total país","Y25T34","25-34 años",73.876863203217,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V08","2019 jul-sep","_T","Total país","Y35T44","35-44 años",78.2588814492846,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V08","2019 jul-sep","_T","Total país","Y45T54","45-54 años",76.3083256481882,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V08","2019 jul-sep","_T","Total país","Y55T64","55-64 años",66.2153082074444,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V08","2019 jul-sep","_T","Total país","Y_GE65","65 años y más",24.6246488663656,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V09","2019 ago-oct","_T","Total país","_T","Total",58.1731405490125,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V09","2019 ago-oct","_T","Total país","Y15T24","15-24 años",25.7331190875523,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V09","2019 ago-oct","_T","Total país","Y25T34","25-34 años",74.3126544944405,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V09","2019 ago-oct","_T","Total país","Y35T44","35-44 años",78.2173104574364,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V09","2019 ago-oct","_T","Total país","Y45T54","45-54 años",75.4977741204958,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V09","2019 ago-oct","_T","Total país","Y55T64","55-64 años",66.1141902530652,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V09","2019 ago-oct","_T","Total país","Y_GE65","65 años y más",24.32000198072,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V10","2019 sep-nov","_T","Total país","_T","Total",58.4006826302416,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V10","2019 sep-nov","_T","Total país","Y15T24","15-24 años",25.3116153993126,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V10","2019 sep-nov","_T","Total país","Y25T34","25-34 años",74.6428814557103,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V10","2019 sep-nov","_T","Total país","Y35T44","35-44 años",78.4918721894603,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V10","2019 sep-nov","_T","Total país","Y45T54","45-54 años",75.7590494203851,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V10","2019 sep-nov","_T","Total país","Y55T64","55-64 años",66.7200217597904,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V10","2019 sep-nov","_T","Total país","Y_GE65","65 años y más",24.6975043827723,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V11","2019 oct-dic","_T","Total país","_T","Total",58.5667599715335,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V11","2019 oct-dic","_T","Total país","Y15T24","15-24 años",25.6808337238353,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V11","2019 oct-dic","_T","Total país","Y25T34","25-34 años",74.0983665551615,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V11","2019 oct-dic","_T","Total país","Y35T44","35-44 años",79.0366543072296,,
"ENE_TO_P2017","Tasa de ocupación (proyecciones base 2017)","2019-V11","2019 oct-dic","_T","Total país","Y45T54","45-54 años",75.9345657985809,,
